0.000000000000000000e+00 -2.158834775796942722e+02 1.096696577771988715e-02 1.374214934898762563e-01 -4.374647811385266871e-02 1.048956629116818556e-01 -2.861958560554972442e-02 -4.709563519144609189e-02 2.143282871444423740e-02 -7.436438399362473028e-02 -4.948105143953924687e-03 1.060234483222785963e-03 1.734731391073128168e-02 -6.443509745533210209e-02 1.284708910809872762e-01 -2.268889776192700020e-03 5.346602484002644512e-02 2.239916341638964123e-02
1.000000000000000000e+00 -2.366929881269571752e+02 2.089481456296903295e-01 1.540046738216100941e-01 -6.150176625459253393e-02 1.018814936544035210e-01 9.882811663940078983e-02 -1.797001752408483866e-01 -5.618975251667384860e-03 -1.045988745181742063e-01 -4.260300493012501161e-02 2.108363971998539754e-01 6.388832949012493434e-02 5.012217046298514389e-02 3.824230655759462000e-03 1.453656653888409089e-01 2.031621691229297255e-01 -1.712054284007813454e-01
2.000000000000000000e+00 -2.051628123966649468e+02 5.935605528661485469e-02 4.794307010154527648e-02 -3.133205233730273348e-02 8.655655238348369807e-02 4.157671580514267495e-02 -3.290660392714763599e-02 -1.811162560843304972e-02 1.068075893321027009e-01 -2.698193920528587850e-02 2.115663379875510827e-02 8.357248230615280105e-02 -2.980296284434297976e-02 9.491447086434441627e-02 4.178796372348916877e-02 3.301086263161653878e-02 -1.756806124959701607e-02
3.000000000000000000e+00 -2.311802780101091059e+02 1.989606578464598804e-02 3.151806719740914836e-02 -5.063387444661224430e-03 1.641688678117761771e-02 6.924248260820459189e-02 1.250227228585970053e-02 -7.424986796579018111e-02 -5.114759368196726552e-03 -5.808935723181774674e-02 7.782010100297014066e-02 3.350721833679325828e-02 2.891711338311243537e-02 8.889729707694848937e-02 -5.552851026021342340e-02 -2.708047702031013762e-02 -2.302684373652105765e-02
4.000000000000000000e+00 -2.735214296648838399e+02 -1.328472657288778669e-01 6.230394621341507622e-02 -1.006504450247664439e-01 -1.575023742594656717e-01 -9.013022539891701532e-03 6.954837040534268822e-02 4.077366213495033781e-02 3.088808385788133909e-02 1.100948451991998200e-02 7.656624512295621965e-02 1.700060248656011866e-02 1.455230146265957814e-01 8.760722595207008634e-02 1.178359429135964788e-02 -5.847915357650510654e-02 -2.079634785274505071e-01
5.000000000000000000e+00 -2.319953471245094079e+02 1.090251377574142332e-02 2.104360396516483274e-03 2.213748649013521849e-02 1.017585718748474470e-02 -2.258454443272831999e-02 1.077936479521156982e-03 2.637089155898146922e-02 -5.081744609642690515e-03 2.560699312323036492e-02 1.411173464946537393e-01 6.215156493531974469e-02 5.174535846191560123e-02 2.437099357485997698e-03 -7.900899728399034955e-03 6.573086057689014883e-02 -3.710121002453819344e-02
6.000000000000000000e+00 -2.110918347373178392e+02 -1.128434344139911255e-01 8.362600998612162995e-03 9.830630530502144915e-02 9.091165343132157073e-02 1.144872109541001347e-02 -1.089608970328818927e-01 -8.580839881870726271e-02 6.631530479861991179e-02 4.153936149767861047e-02 9.144367234108813358e-02 -1.781797485888278465e-02 1.028003488305115620e-01 1.041103242681765684e-01 2.279309635541223317e-02 6.703155105196077768e-02 -8.926576695679086515e-02
7.000000000000000000e+00 -2.327065278897169378e+02 -1.383735864167604315e-03 -8.499898856614927778e-02 -8.695019577081533613e-03 1.104005501974626019e-01 -1.278208166031494231e-01 7.517159702605330507e-02 7.846589167470356674e-02 7.893551994338811328e-02 -6.354033214921206429e-02 -1.776920481977576531e-03 7.107549784401186177e-02 -2.387462196990584732e-04 7.345021913163561622e-02 -2.178431542173563801e-02 2.964902014767609173e-02 6.076179638231004460e-02
8.000000000000000000e+00 -2.185924504632993148e+02 1.739310481620162142e-03 4.593614617479310075e-02 -2.496289891333970321e-02 5.447336250195235902e-02 -1.313112700861296910e-02 -4.614046543082083590e-02 -2.914249121728498468e-02 7.451518765686367118e-02 -3.447499579681486542e-02 5.212252059412673250e-02 1.451241848905792352e-02 -4.820709275969704832e-02 1.007411043911994042e-01 3.727947359326648502e-02 1.969356690103354554e-02 5.354238921222888650e-03
9.000000000000000000e+00 -2.208373118766161554e+02 -2.443390210507304094e-02 -2.263960674694287523e-02 1.750035928161163337e-02 4.243380303680886062e-02 -5.166645389239876013e-02 5.109320754106138479e-02 8.588620095097339313e-02 9.444825090440220339e-02 -4.471125721728828190e-02 4.436842843094225379e-03 4.159611869141549567e-02 -2.083478124886751701e-02 1.556263461855198760e-01 -7.589350528919239919e-03 6.968802572735506573e-02 -1.079599687282454396e-01
1.000000000000000000e+01 -2.192659835594874949e+02 -7.063436164154626717e-02 -4.281411511469926032e-03 -5.765312091749505430e-03 9.601595742373104925e-03 7.318199529065889941e-02 1.115617000158624500e-01 1.192685441362198034e-01 1.896861159040713896e-01 -1.667965708229146582e-01 -4.571114057944909714e-02 5.206452544564728335e-02 -2.179349430231520418e-02 2.409665306374985383e-01 -3.574941703789527581e-02 1.558120399149160173e-01 6.292477827878162344e-02
