0.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
1.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
2.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
3.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
4.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
5.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
6.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
7.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
8.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
9.000000000000000000e+00 -1.822890472950460321e+02 -3.129267097739760750e-01 2.449193980525475600e-01 -2.225641711529794536e-02 -1.096205832723084611e-01 4.572684438257900719e-01 -7.230651695334602280e-01 -4.907116424958560263e-02 1.213259553170876054e-01 9.578839619007165074e-02 1.111090011742625200e-01 1.311067733620380205e-01 1.000115896156579115e-01 1.150763823626269611e-01 1.945906918812743414e-01 -2.708961331413806128e-02 -4.003147590585728194e-03
